Latitude,Longitude,altitude (m),Injury.Severity,Aircraft.Damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.Flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Amateur.Built,Total.Passengers
40.897,-88.714,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT-502B,1,TURBO PROP,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,TAKEOFF,NO,1
41.265,-84.8,,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20-C,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
32.816,-117.14,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS DESIGN CORP.,SR22,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,NO,3
41.605,-82.685,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AVIAT INC,A-1,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
39.631,-88.131,,NON-FATAL,SUBSTANTIAL,AIRPLANE,GOLDEN EAGLE,CHIEF,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,CRUISE,NO,1
43.718,-96.429,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,NO,2
45.56,-93.608,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,1,VMC,CRUISE,NO,2
40.978,-85.195,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,210 D,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,APPROACH,NO,1
47.656,-120.056,,NON-FATAL,DESTROYED,AIRPLANE,EAGLE AIRCRAFT CO.,EAGLE DW-1,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,TAKEOFF,NO,1
47.49,-122.765,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182P,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
46.483,-100.272,,NON-FATAL,SUBSTANTIAL,AIRPLANE,SNOW,S-2C,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,MANEUVERING,NO,1
41.022,-94.362,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT-502,1,TURBO PROP,PART 137: AGRICULTURAL,FERRY,0,0,0,1,VMC,CRUISE,NO,1
33.937,-84.271,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T337G,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,2,0,0,VMC,CLIMB,NO,2
31.819,-101.479,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A188B,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,1,0,0,VMC,MANEUVERING,NO,1
38.662,-90.653,,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20J,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAXI,NO,1
39.146,-86.617,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,BE-77,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
62.323,-150.083,,NON-FATAL,SUBSTANTIAL,AIRPLANE,MAULE,M-5-235,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,APPROACH,NO,2
33.218,-117.351,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,421B,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
61.667,-151.533,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
44.304,-121.539,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172B,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,GO-AROUND,NO,1
58.667,-156.633,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-18,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,NO,2
35.767,-115.328,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,36,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,CRUISE,NO,3
41.349,-71.803,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERONCA,7AC,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
42.22,-92.031,,NON-FATAL,DESTROYED,AIRPLANE,GRUMMAN,G-164A,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL OBSERVATION,0,0,1,0,VMC,MANEUVERING,NO,1
45.133,-115.322,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-34-200T,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
46.8,-116.167,,NON-FATAL,SUBSTANTIAL,AIRPLANE,GRUMMAN AMERICAN,AA5A,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
42.469,-122.719,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28-180,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,CRUISE,NO,1
46.722,-92.043,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180A,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
46.802,-100.679,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,B60,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
68.688,-151.881,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-18,1,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,0,0,0,1,VMC,APPROACH,NO,1
39.376,-78.307,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28-161,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,NO,2
41.076,-71.921,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28-181,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,GO-AROUND,NO,1
37.095,-113.599,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-18-150,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
44.82,-114.421,,NON-FATAL,SUBSTANTIAL,AIRPLANE,FOUND AIRCRAFT CANADA INC,FBA-2C1,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,APPROACH,NO,2
30.538,-96.524,,NON-FATAL,DESTROYED,AIRPLANE,CESSNA,A188B,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,TAKEOFF,NO,1
27.953,-80.56,,NON-FATAL,SUBSTANTIAL,AIRPLANE,ENGINEERING & RESEARCH,ERCOUPE 415-C,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,2,0,VMC,APPROACH,NO,2
42.503,-83.624,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172N,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,LANDING,NO,1
43.606,-113.335,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,170 B,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,NO,2
34.085,-117.146,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,C35,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,1,0,VMC,APPROACH,NO,1
47.825,-92.695,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150H,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,NO,2
41.628,-74.134,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,65-A90,2,TURBO PROP,PART 91: GENERAL AVIATION,BUSINESS,0,0,0,3,VMC,LANDING,NO,3
36.391,-93.63,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-24-180,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
38.882,-83.883,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,23,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
33.974,-117.636,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,305-C,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
37.201,-84.594,,FATAL,SUBSTANTIAL,AIRPLANE,BEECH,BE-23,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,CRUISE,NO,1
39.126,-108.533,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182T,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
39.123,-94.592,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-18-135,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,LANDING,NO,2
42.703,-87.959,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,A36,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,5,VMC,LANDING,NO,5
41.526,-71.276,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172P,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,LANDING,NO,1
40.82,-72.867,,NON-FATAL,SUBSTANTIAL,AIRPLANE,EVEKTOR AEROTECHNIC,SPORTSTAR,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,GO-AROUND,NO,2
30.643,-93.85,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERONCA,CHAMPION,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,NO,2
44.837,-117.809,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182P,1,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,0,0,0,2,VMC,LANDING,NO,2
44.899,-116.105,,NON-FATAL,SUBSTANTIAL,AIRPLANE,ARTIC AIRCRAFT CORP.,S-1B2,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
43.984,-88.557,,NON-FATAL,SUBSTANTIAL,AIRPLANE,FLIGHT DESIGN,CTSW,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
44.912,-115.486,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,V35B,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
34.453,-110.115,,NON-FATAL,DESTROYED,AIRPLANE,BEECH,C23,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
36.142,-90.837,,NON-FATAL,SUBSTANTIAL,AIRPLANE,GULFSTREAM-SCHWEIZER,GULFSTREAM AM G-164B,1,TURBO PROP,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,1,0,VMC,TAKEOFF,NO,1
41.667,-90.083,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT-602,1,TURBO PROP,PART 91: GENERAL AVIATION,POSITIONING,0,0,0,1,VMC,CRUISE,NO,1
47.791,-99.932,,NON-FATAL,SUBSTANTIAL,AIRPLANE,HAMILTON,ROTORWAY EXEC 90,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,NO,2
41.934,-85.052,,NON-FATAL,SUBSTANTIAL,AIRPLANE,RYAN,ST3KR,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,1,0,VMC,TAKEOFF,NO,2
38.852,-106.933,,NON-FATAL,SUBSTANTIAL,AIRPLANE,FOUND AIRCRAFT CANADA INC,FBA-2C2,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,LANDING,NO,4
38.674,-121.872,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150M,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,1,1,VMC,APPROACH,NO,2
41.61,-96.63,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-17,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
42.833,-102.99,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BUSH CADDY USA,LSA,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,1,VMC,LANDING,NO,2
41.586,-91.22,,NON-FATAL,SUBSTANTIAL,AIRPLANE,SCHWEIZER,G-164B,1,TURBO PROP,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,1,0,VMC,TAKEOFF,NO,1
39.231,-94.804,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150J,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,GO-AROUND,NO,1
26.785,-80.693,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172S,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,LANDING,NO,2
27.656,-80.429,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,152,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,LANDING,NO,1
35.22,-120.648,,NON-FATAL,SUBSTANTIAL,AIRPLANE,DTA SARI,COMBO FC 912,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,LANDING,NO,2
42.167,-71.1,,NON-FATAL,DESTROYED,AIRPLANE,PIPER,J3C-65,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
39.15,-91.217,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,188A,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,MANEUVERING,NO,1
44.209,-114.934,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BRITTEN-NORMAN,BN-2A-20,2,RECIPROCATING,PART 91: GENERAL AVIATION,POSITIONING,0,0,0,1,VMC,TAKEOFF,NO,1
44.023,-117.023,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-18-150,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
44.674,-113.353,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182B,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,TAKEOFF,NO,3
41.04,-75.173,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28-140,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,APPROACH,NO,1
33.173,-99.122,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172M,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,DESCENT,NO,2
40.8,-87.529,,NON-FATAL,SUBSTANTIAL,AIRPLANE,GRUMMAN,G-164B,1,TURBO PROP,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,1,0,VMC,TAKEOFF,NO,1
48.167,-102.917,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT-301,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,1,0,0,VMC,MANEUVERING,NO,1
42.584,-70.91,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172S,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
46.158,-123.879,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182S,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
39.081,-107.221,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
44.016,-97.086,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,LANDING,NO,4
42.675,-91.971,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BOEING,A-75N1,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
47.271,-106.829,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-18-150,1,RECIPROCATING,PART 91: GENERAL AVIATION,AERIAL OBSERVATION,0,0,0,2,VMC,GO-AROUND,NO,2
31.3,-85.9,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-23-160,2,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,1,1,VMC,APPROACH,NO,2
28.367,-81.083,,INCIDENT,MINOR,AIRPLANE,PIPER,PA-31-350,2,RECIPROCATING,PART 91: GENERAL AVIATION,POSITIONING,0,0,0,1,VMC,CRUISE,NO,1
36,-91.133,,NON-FATAL,SUBSTANTIAL,AIRPLANE,GRUMMAN,G-164B,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,MANEUVERING,NO,1
28.81,-81.293,,FATAL,DESTROYED,AIRPLANE,CESSNA,310R,2,RECIPROCATING,PART 91: GENERAL AVIATION,EXECUTIVE/CORPORATE,5,4,0,0,VMC,CRUISE,NO,9
44.204,-72.562,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182R,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
27.857,-82.027,,FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-30,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,CRUISE,NO,2
40.112,-110.971,,NON-FATAL,SUBSTANTIAL,AIRPLANE,DIAMOND AIRCRAFT,DA40-G1000,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,2,VMC,CLIMB,NO,4
47.928,-122.291,,NON-FATAL,DESTROYED,AIRPLANE,PIPER,PA-12,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,APPROACH,NO,1
42.873,-89.076,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182K,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,2,VMC,CRUISE,NO,3
38.039,-85.79,,FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20F,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,2,0,0,VMC,LANDING,NO,4
43.871,-68.893,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182K,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,1,VMC,APPROACH,NO,3
41.264,-72.887,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182Q,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,LANDING,NO,4
36.088,-78.369,,NON-FATAL,MINOR,AIRPLANE,BEECH,B90,2,TURBO PROP,PART 91: GENERAL AVIATION,SKYDIVING,0,1,0,12,VMC,DESCENT,NO,13
38.443,-121.509,,NON-FATAL,MINOR,AIRPLANE,AERONCA,7AC,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,STANDING,NO,1
40.849,-77.849,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-20-135,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
43.68,-119.432,,NON-FATAL,SUBSTANTIAL,AIRPLANE,WSK PZL MIELEC,M-18A,1,TURBO PROP,PUBLIC USE,FIREFIGHTING,0,0,1,0,VMC,MANEUVERING,NO,1
47.07,-122.371,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,170,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,1,VMC,TAKEOFF,NO,3
30.912,-100.766,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT-402B,1,TURBO PROP,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,MANEUVERING,NO,1
32.469,-100.924,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AYRES,S2R-G10,1,TURBO PROP,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,MANEUVERING,NO,1
42.207,-88.323,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28-181,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
40.242,-85.396,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150M,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,LANDING,NO,1
38.586,-77.711,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,195,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
60.809,-152.532,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,185F,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,3,VMC,MANEUVERING,NO,4
32.848,-109.882,,NON-FATAL,SUBSTANTIAL,AIRPLANE,RAJHAMSA,XAIR,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,1,0,0,VMC,LANDING,NO,1
38.946,-104.57,,NON-FATAL,SUBSTANTIAL,AIRPLANE,FLIGHT DESIGN GMBH,CTSW,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
39.117,-102.1,,NON-FATAL,SUBSTANTIAL,AIRPLANE,GRUMMAN-SCHWEIZER,G-164B,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,1,0,VMC,TAKEOFF,NO,1
40.084,-93.595,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BOEING,N2S-3,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,MANEUVERING,NO,2
33.127,-117.299,,FATAL,DESTROYED,AIRPLANE,BEECH,E90,2,TURBO PROP,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,IMC,TAKEOFF,NO,2
40.142,-111.661,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172S,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,LANDING,NO,1
40.452,-105.011,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T210N,1,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,0,0,0,2,VMC,LANDING,NO,2
26.197,-80.171,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-34-200,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,LANDING,NO,4
37.767,-113.483,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172K,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,TAKEOFF,NO,1
38.941,-76.772,,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20R,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,NO,3
34.426,-119.84,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172S,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
35.948,-114.861,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-24-250,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
40.452,-105.011,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180A,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,LANDING,NO,4
33.83,-116.507,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CUB CRAFTERS INC.,CC11-100,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
33.658,-101.82,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28R-200,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,APPROACH,NO,2
35.081,-92.433,,FATAL,DESTROYED,AIRPLANE,CESSNA,500,2,TURBO FAN,PART 91: GENERAL AVIATION,PERSONAL,2,0,1,0,VMC,LANDING,NO,3
39.497,-90.669,,NON-FATAL,DESTROYED,AIRPLANE,AIR TRACTOR,AT-301,1,TURBO PROP,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,MANEUVERING,NO,1
35.973,-115.134,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 28R-180,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,GO-AROUND,NO,4
40.516,-107.218,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T206H,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
41.656,-88.456,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172N,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,CRUISE,NO,1
32.511,-83.767,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172P,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,LANDING,NO,1
40.088,-76.273,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,CRUISE,NO,1
